Layer                                         Output Shape                   GPU Latency (ms)     CPU Latency (ms)     GPU Power (mW)       CPU Power (mW)      
model.layers.20.mlp.experts.14.up_proj        torch.Size([0, 1408])          127.321213           128.729343           590.436978           3726.598637         
model.layers.20.mlp.experts.14.down_proj      torch.Size([0, 2048])          140.667068           142.209291           616.195223           3110.075856         
model.layers.20.mlp.experts.15.gate_proj      torch.Size([0, 1408])          136.360001           136.983395           617.038328           3181.756657         
model.layers.20.mlp.experts.15.act_fn         torch.Size([0, 1408])          0.540896             1.049042             621.568000           3263.232000         
model.layers.20.mlp.experts.15.up_proj        torch.Size([0, 1408])          133.179962           133.577824           586.971569           3173.582769         
model.layers.20.mlp.experts.15.down_proj      torch.Size([0, 2048])          149.850052           150.498629           619.394866           3089.285731         
model.layers.20.mlp.experts.16.gate_proj      torch.Size([0, 1408])          130.755142           131.380558           621.686986           3099.085521         
model.layers.20.mlp.experts.16.act_fn         torch.Size([0, 1408])          0.650816             1.630545             621.568000           3107.840000         
model.layers.20.mlp.experts.16.up_proj        torch.Size([0, 1408])          84.619453            85.256815            609.030163           3139.765096         
model.layers.20.mlp.experts.16.down_proj      torch.Size([0, 2048])          88.143906            88.670254            612.669217           3157.183536         
model.layers.20.mlp.experts.17.gate_proj      torch.Size([1, 1408])          91.978050            92.478514            621.575062           3227.227366         
model.layers.20.mlp.experts.17.act_fn         torch.Size([1, 1408])          0.483328             0.946999             621.568000           3168.691200         
model.layers.20.mlp.experts.17.up_proj        torch.Size([1, 1408])          104.514175           105.094671           621.685622           3117.107892         
model.layers.20.mlp.experts.17.down_proj      torch.Size([1, 2048])          90.946594            91.576815            621.646904           3156.375233         
model.layers.20.mlp.experts.18.gate_proj      torch.Size([0, 1408])          104.272324           104.748964           621.497081           3756.949189         
model.layers.20.mlp.experts.18.act_fn         torch.Size([0, 1408])          0.392192             0.820637             621.312000           4347.392000         
model.layers.20.mlp.experts.18.up_proj        torch.Size([0, 1408])          105.938461           106.370211           593.799771           3546.392686         
model.layers.20.mlp.experts.18.down_proj      torch.Size([0, 2048])          105.205956           105.782509           612.440471           3308.195294         
model.layers.20.mlp.experts.19.gate_proj      torch.Size([1, 1408])          90.167549            91.130257            621.730428           3130.074483         
model.layers.20.mlp.experts.19.act_fn         torch.Size([1, 1408])          0.694496             1.398802             621.568000           3261.888000         
model.layers.20.mlp.experts.19.up_proj        torch.Size([1, 1408])          87.268990            87.907314            621.739789           3084.034526         
model.layers.20.mlp.experts.19.down_proj      torch.Size([1, 2048])          84.422531            85.032701            621.738044           3041.827504         
model.layers.20.mlp.experts.20.gate_proj      torch.Size([2, 1408])          100.051392           100.535870           621.568000           3208.490203         
model.layers.20.mlp.experts.20.act_fn         torch.Size([2, 1408])          0.354144             0.774860             621.568000           3417.216000         
model.layers.20.mlp.experts.20.up_proj        torch.Size([2, 1408])          79.575935            80.015659            621.568000           3245.316031         
model.layers.20.mlp.experts.20.down_proj      torch.Size([2, 2048])          94.037827            94.782829            621.664241           3124.050767         
model.layers.20.mlp.experts.21.gate_proj      torch.Size([0, 1408])          94.550751            95.259666            621.780114           3028.938057         
model.layers.20.mlp.experts.21.act_fn         torch.Size([0, 1408])          0.005696             1.262426             621.824000           3107.840000         
model.layers.20.mlp.experts.21.up_proj        torch.Size([0, 1408])          101.302979           101.807117           621.677714           3121.405968         
model.layers.20.mlp.experts.21.down_proj      torch.Size([0, 2048])          99.123940            99.600792            621.641412           3337.841882         
model.layers.20.mlp.experts.22.gate_proj      torch.Size([0, 1408])          103.802017           104.253292           582.836403           3829.436134         
model.layers.20.mlp.experts.22.act_fn         torch.Size([0, 1408])          0.688384             1.403570             621.312000           4037.973333         
model.layers.20.mlp.experts.22.up_proj        torch.Size([0, 1408])          100.056419           100.658178           587.869091           3548.863552         
model.layers.20.mlp.experts.22.down_proj      torch.Size([0, 2048])          96.159134            96.817732            621.653333           3151.755130         
model.layers.20.mlp.experts.23.gate_proj      torch.Size([0, 1408])          90.419617            90.930223            621.655188           3135.990725         
model.layers.20.mlp.experts.23.act_fn         torch.Size([0, 1408])          0.458528             1.009464             621.653333           3107.840000         
model.layers.20.mlp.experts.23.up_proj        torch.Size([0, 1408])          94.324867            94.797611            609.814473           3186.842382         
model.layers.20.mlp.experts.23.down_proj      torch.Size([0, 2048])          81.149696            81.688404            621.660000           3207.071000         
model.layers.20.mlp.experts.24.gate_proj      torch.Size([1, 1408])          92.439331            92.939377            618.366648           3217.651831         
model.layers.20.mlp.experts.24.act_fn         torch.Size([1, 1408])          0.433056             0.833035             621.568000           3261.888000         
model.layers.20.mlp.experts.24.up_proj        torch.Size([1, 1408])          78.898308            79.361916            621.639890           3205.001644         
model.layers.20.mlp.experts.24.down_proj      torch.Size([1, 2048])          100.454079           100.940228           621.675789           3080.421053         
model.layers.20.mlp.experts.25.gate_proj      torch.Size([0, 1408])          84.367554            84.862471            621.717477           3090.922523         
model.layers.20.mlp.experts.25.act_fn         torch.Size([0, 1408])          0.420192             0.935078             621.568000           3417.216000         
model.layers.20.mlp.experts.25.up_proj        torch.Size([0, 1408])          52.925022            53.393364            619.426824           3201.429647         
model.layers.20.mlp.experts.25.down_proj      torch.Size([0, 2048])          80.929443            81.444740            621.576127           3379.732825         
model.layers.20.mlp.experts.26.gate_proj      torch.Size([0, 1408])          102.661377           103.137493           575.499457           3649.310025         
model.layers.20.mlp.experts.26.act_fn         torch.Size([0, 1408])          0.585536             1.366615             621.568000           3727.872000         
model.layers.20.mlp.experts.26.up_proj        torch.Size([0, 1408])          71.055901            71.654320            538.065823           3313.218025         
model.layers.20.mlp.experts.26.down_proj      torch.Size([0, 2048])          96.076477            96.884012            615.105362           3112.001816         
model.layers.20.mlp.experts.27.gate_proj      torch.Size([0, 1408])          77.681602            78.176737            619.537902           3213.012140         
model.layers.20.mlp.experts.27.act_fn         torch.Size([0, 1408])          0.370656             0.850439             621.568000           3262.784000         
model.layers.20.mlp.experts.27.up_proj        torch.Size([0, 1408])          80.421570            80.874205            605.914295           3303.517271         
model.layers.20.mlp.experts.27.down_proj      torch.Size([0, 2048])          80.087296            80.566406            621.684706           3175.047059         
model.layers.20.mlp.experts.28.gate_proj      torch.Size([0, 1408])          82.255486            82.810640            621.788196           3013.300811         
model.layers.20.mlp.experts.28.act_fn         torch.Size([0, 1408])          0.360768             0.766277             621.568000           3418.624000         
model.layers.20.mlp.experts.28.up_proj        torch.Size([0, 1408])          82.386017            82.859993            602.503942           3049.993343         
model.layers.20.mlp.experts.28.down_proj      torch.Size([0, 2048])          86.056030            86.522818            608.522894           3164.045617         
model.layers.20.mlp.experts.29.gate_proj      torch.Size([1, 1408])          91.853661            92.537403            621.568000           3287.229333         
model.layers.20.mlp.experts.29.act_fn         torch.Size([1, 1408])          0.697504             1.180410             621.568000           3261.888000         
model.layers.20.mlp.experts.29.up_proj        torch.Size([1, 1408])          84.379356            84.993124            621.568000           3228.900835         
model.layers.20.mlp.experts.29.down_proj      torch.Size([1, 2048])          89.995811            90.633869            621.573297           3233.471117         
model.layers.20.mlp.experts.30.gate_proj      torch.Size([2, 1408])          89.306274            90.144873            621.427358           3655.715556         
model.layers.20.mlp.experts.30.act_fn         torch.Size([2, 1408])          0.755776             1.540661             621.312000           3766.704000         
model.layers.20.mlp.experts.30.up_proj        torch.Size([2, 1408])          111.364418           112.246990           621.544727           3506.285203         
model.layers.20.mlp.experts.30.down_proj      torch.Size([2, 2048])          84.553246            85.551500            621.568000           3303.201566         
model.layers.20.mlp.experts.31.gate_proj      torch.Size([0, 1408])          83.401535            83.866358            621.580190           3163.627537         
model.layers.20.mlp.experts.31.act_fn         torch.Size([0, 1408])          0.319968             0.791550             621.568000           3107.840000         
model.layers.20.mlp.experts.31.up_proj        torch.Size([0, 1408])          98.315613            98.811388            612.062247           3177.021370         
model.layers.20.mlp.experts.31.down_proj      torch.Size([0, 2048])          101.993149           102.612972           621.648941           3114.695529         
model.layers.20.mlp.experts.32.gate_proj      torch.Size([0, 1408])          91.944733            92.352390            621.657600           3210.636800         
model.layers.20.mlp.experts.32.act_fn         torch.Size([0, 1408])          0.401024             0.859022             621.568000           3263.232000         
model.layers.20.mlp.experts.32.up_proj        torch.Size([0, 1408])          98.163521            98.550558            603.889371           3239.510857         
model.layers.20.mlp.experts.32.down_proj      torch.Size([0, 2048])          97.310944            97.830772            619.457803           3194.125972         
model.layers.20.mlp.experts.33.gate_proj      torch.Size([0, 1408])          93.412834            94.090462            621.691115           3090.047023         
model.layers.20.mlp.experts.33.act_fn         torch.Size([0, 1408])          0.556160             1.312256             621.568000           3107.840000         
model.layers.20.mlp.experts.33.up_proj        torch.Size([0, 1408])          93.032288            93.566895            614.938899           3081.941333         
model.layers.20.mlp.experts.33.down_proj      torch.Size([0, 2048])          89.476929            90.222359            621.697829           3203.862857         
model.layers.20.mlp.experts.34.gate_proj      torch.Size([0, 1408])          97.283966            97.917318            583.040386           3929.448867         
model.layers.20.mlp.experts.34.act_fn         torch.Size([0, 1408])          0.005728             1.433372             621.312000           4038.528000         
model.layers.20.mlp.experts.34.up_proj        torch.Size([0, 1408])          86.033730            86.569071            537.736421           3429.399158         
model.layers.20.mlp.experts.34.down_proj      torch.Size([0, 2048])          78.179108            78.700542            617.031218           3121.698647         
model.layers.20.mlp.experts.35.gate_proj      torch.Size([1, 1408])          88.229820            88.746309            621.705846           3090.020699         
model.layers.20.mlp.experts.35.act_fn         torch.Size([1, 1408])          0.505280             1.003504             621.568000           3261.888000         
model.layers.20.mlp.experts.35.up_proj        torch.Size([1, 1408])          97.352348            97.963333            621.687944           3159.498294         
model.layers.20.mlp.experts.35.down_proj      torch.Size([1, 2048])          84.313919            84.982395            621.603310           3205.837683         
model.layers.20.mlp.experts.36.gate_proj      torch.Size([0, 1408])          75.491714            75.905323            621.664914           3280.442514         
model.layers.20.mlp.experts.36.act_fn         torch.Size([0, 1408])          0.577376             1.303196             621.568000           3314.581333         
model.layers.20.mlp.experts.36.up_proj        torch.Size([0, 1408])          90.360542            90.939283            621.734957           3211.250087         
model.layers.20.mlp.experts.36.down_proj      torch.Size([0, 2048])          92.358177            93.176603            621.762704           3089.141183         
model.layers.20.mlp.experts.37.gate_proj      torch.Size([1, 1408])          85.624893            86.309195            621.779556           3020.338222         
model.layers.20.mlp.experts.37.act_fn         torch.Size([1, 1408])          0.741184             1.568794             621.568000           3417.216000         
model.layers.20.mlp.experts.37.up_proj        torch.Size([1, 1408])          83.313629            83.992720            621.568000           3227.500058         
model.layers.20.mlp.experts.37.down_proj      torch.Size([1, 2048])          81.133087            81.871271            621.456361           3473.445053         
model.layers.20.mlp.experts.38.gate_proj      torch.Size([0, 1408])          98.507843            99.143028            621.346362           3985.224591         
model.layers.20.mlp.experts.38.act_fn         torch.Size([0, 1408])          0.353568             0.761271             621.312000           3883.200000         
model.layers.20.mlp.experts.38.up_proj        torch.Size([0, 1408])          89.264420            89.642048            591.877447           3314.764709         
model.layers.20.mlp.experts.38.down_proj      torch.Size([0, 2048])          91.292801            91.739655            621.780757           3138.240865         
model.layers.20.mlp.experts.39.gate_proj      torch.Size([0, 1408])          95.881378            96.377611            621.676973           3228.147459         
model.layers.20.mlp.experts.39.act_fn         torch.Size([0, 1408])          0.516480             0.996113             621.824000           3107.840000         
model.layers.20.mlp.experts.39.up_proj        torch.Size([0, 1408])          95.541183            95.965385            604.747411           3265.271566         
model.layers.20.mlp.experts.39.down_proj      torch.Size([0, 2048])          89.237923            89.917183            621.628472           3187.371339         
model.layers.20.mlp.experts.40.gate_proj      torch.Size([0, 1408])          76.524803            76.946735            621.665933           3120.354792         
model.layers.20.mlp.experts.40.act_fn         torch.Size([0, 1408])          0.351008             0.813007             621.824000           3107.840000         
model.layers.20.mlp.experts.40.up_proj        torch.Size([0, 1408])          85.183105            85.596561            612.755338           3116.783424         
model.layers.20.mlp.experts.40.down_proj      torch.Size([0, 2048])          85.136894            85.534096            621.676850           3161.390866         
model.layers.20.mlp.experts.41.gate_proj      torch.Size([0, 1408])          89.767967            90.295792            619.462400           3167.430400         
model.layers.20.mlp.experts.41.act_fn         torch.Size([0, 1408])          0.586560             1.322746             621.568000           3261.888000         
model.layers.20.mlp.experts.41.up_proj        torch.Size([0, 1408])          102.353630           103.093863           611.875357           3216.372364         
model.layers.20.mlp.experts.41.down_proj      torch.Size([0, 2048])          102.593086           103.083849           619.474878           3146.485871         
model.layers.20.mlp.experts.42.gate_proj      torch.Size([1, 1408])          99.956161            100.674629           576.324571           3466.510066         
model.layers.20.mlp.experts.42.act_fn         torch.Size([1, 1408])          0.820928             1.567602             621.568000           3263.232000         
model.layers.20.mlp.experts.42.up_proj        torch.Size([1, 1408])          97.263390            97.934723            621.632000           3246.886919         
model.layers.20.mlp.experts.42.down_proj      torch.Size([1, 2048])          103.718781           104.172707           621.616107           3243.681933         
model.layers.20.mlp.experts.43.gate_proj      torch.Size([0, 1408])          93.072990            93.517303            621.613390           3151.806638         
model.layers.20.mlp.experts.43.act_fn         torch.Size([0, 1408])          0.392576             0.856161             621.568000           3107.840000         
model.layers.20.mlp.experts.43.up_proj        torch.Size([0, 1408])          91.492256            91.901541            621.656965           3132.085560         
model.layers.20.mlp.experts.43.down_proj      torch.Size([0, 2048])          81.413727            81.861734            621.690592           3080.482254         
model.layers.20.mlp.experts.44.gate_proj      torch.Size([0, 1408])          87.469826            87.994576            621.721600           3122.492681         
model.layers.20.mlp.experts.44.act_fn         torch.Size([0, 1408])          0.322432             0.712872             621.568000           3263.232000         
model.layers.20.mlp.experts.44.up_proj        torch.Size([0, 1408])          73.386398            73.935747            597.298286           3139.879771         
model.layers.20.mlp.experts.44.down_proj      torch.Size([0, 2048])          88.409698            89.006186            621.729391           3224.710029         
model.layers.20.mlp.experts.45.gate_proj      torch.Size([0, 1408])          88.842529            89.577436            621.760000           3048.025946         
model.layers.20.mlp.experts.45.act_fn         torch.Size([0, 1408])          0.005792             1.303911             621.568000           3263.232000         
model.layers.20.mlp.experts.45.up_proj        torch.Size([0, 1408])          79.731613            80.132961            605.980754           3070.640232         
model.layers.20.mlp.experts.45.down_proj      torch.Size([0, 2048])          83.053665            83.713770            581.046217           3339.687541         
model.layers.20.mlp.experts.46.gate_proj      torch.Size([0, 1408])          87.443550            87.944746            578.715976           3868.030467         
model.layers.20.mlp.experts.46.act_fn         torch.Size([0, 1408])          0.600544             1.380920             621.568000           3727.872000         
model.layers.20.mlp.experts.46.up_proj        torch.Size([0, 1408])          90.353821            90.983152            544.481882           3289.433516         
model.layers.20.mlp.experts.46.down_proj      torch.Size([0, 2048])          90.313759            90.957165            619.456448           3271.509035         
model.layers.20.mlp.experts.47.gate_proj      torch.Size([0, 1408])          102.421761           103.085518           621.731914           3084.396662         
model.layers.20.mlp.experts.47.act_fn         torch.Size([0, 1408])          0.598624             1.371861             621.568000           3263.232000         
model.layers.20.mlp.experts.47.up_proj        torch.Size([0, 1408])          95.624702            96.350908            610.479304           3135.949913         
model.layers.20.mlp.experts.47.down_proj      torch.Size([0, 2048])          97.347519            98.837376            621.725835           3189.338466         
model.layers.20.mlp.experts.48.gate_proj      torch.Size([0, 1408])          93.150627            94.630003            621.612271           3443.676872         
model.layers.20.mlp.experts.48.act_fn         torch.Size([0, 1408])          0.005440             1.373768             621.568000           3727.872000         
model.layers.20.mlp.experts.48.up_proj        torch.Size([0, 1408])          93.293922            94.723463            598.281143           3323.941943         
model.layers.20.mlp.experts.48.down_proj      torch.Size([0, 2048])          97.704033            99.080086            621.780732           3114.336451         
model.layers.20.mlp.experts.49.gate_proj      torch.Size([0, 1408])          100.501694           101.888895           621.781918           3096.132384         
model.layers.20.mlp.experts.49.act_fn         torch.Size([0, 1408])          0.005792             1.253366             621.824000           3107.840000         
model.layers.20.mlp.experts.49.up_proj        torch.Size([0, 1408])          93.682274            95.089197            619.276511           3269.785023         
model.layers.20.mlp.experts.49.down_proj      torch.Size([0, 2048])          81.062462            82.616329            590.432457           3553.605029         
model.layers.20.mlp.experts.50.gate_proj      torch.Size([1, 1408])          81.989761            83.726406            590.961778           3791.146248         
model.layers.20.mlp.experts.50.act_fn         torch.Size([1, 1408])          0.050848             1.709461             621.568000           3378.384000         
model.layers.20.mlp.experts.50.up_proj        torch.Size([1, 1408])          107.360832           108.843327           621.568000           3256.130462         
model.layers.20.mlp.experts.50.down_proj      torch.Size([1, 2048])          96.398819            98.170280            621.573606           3150.135591         
model.layers.20.mlp.experts.51.gate_proj      torch.Size([0, 1408])          102.775101           104.259968           621.604848           3210.828121         
model.layers.20.mlp.experts.51.act_fn         torch.Size([0, 1408])          0.655200             1.466274             621.568000           3107.840000         
model.layers.20.mlp.experts.51.up_proj        torch.Size([0, 1408])          112.267937           112.859249           621.642203           3284.053333         
model.layers.20.mlp.experts.51.down_proj      torch.Size([0, 2048])          97.546082            97.970009            621.626935           3293.975942         
model.layers.20.mlp.experts.52.gate_proj      torch.Size([2, 1408])          98.105057            98.754883            621.655771           3139.754514         
model.layers.20.mlp.experts.52.act_fn         torch.Size([2, 1408])          0.424736             0.838757             621.568000           3107.840000         
model.layers.20.mlp.experts.52.up_proj        torch.Size([2, 1408])          137.832733           138.291597           621.703837           3072.706177         
model.layers.20.mlp.experts.52.down_proj      torch.Size([2, 2048])          172.960159           173.531771           621.684980           3064.112742         
model.layers.20.mlp.experts.53.gate_proj      torch.Size([0, 1408])          173.495010           174.019098           621.650286           3195.161600         
model.layers.20.mlp.experts.53.act_fn         torch.Size([0, 1408])          0.005632             1.312256             621.568000           3417.216000         
model.layers.20.mlp.experts.53.up_proj        torch.Size([0, 1408])          174.028320           174.415112           619.488889           3243.720000         
model.layers.20.mlp.experts.53.down_proj      torch.Size([0, 2048])          154.832230           155.604124           595.548349           3361.412725         
model.layers.20.mlp.experts.54.gate_proj      torch.Size([1, 1408])          138.971420           139.749289           582.648000           3654.218400         
model.layers.20.mlp.experts.54.act_fn         torch.Size([1, 1408])          0.521440             1.065731             621.568000           3261.888000         
model.layers.20.mlp.experts.54.up_proj        torch.Size([1, 1408])          137.815353           138.545275           621.628681           3303.839289         
model.layers.20.mlp.experts.54.down_proj      torch.Size([1, 2048])          164.972198           165.445566           621.656471           3195.147294         
model.layers.20.mlp.experts.55.gate_proj      torch.Size([0, 1408])          157.547104           158.031702           621.571631           3285.494468         
model.layers.20.mlp.experts.55.act_fn         torch.Size([0, 1408])          0.561472             1.431465             621.568000           3261.888000         
model.layers.20.mlp.experts.55.up_proj        torch.Size([0, 1408])          178.931015           179.611683           616.280889           3194.043556         
model.layers.20.mlp.experts.55.down_proj      torch.Size([0, 2048])          133.814590           134.518385           621.727785           3026.493852         
model.layers.20.mlp.experts.56.gate_proj      torch.Size([0, 1408])          143.150818           143.668890           621.751111           3067.775111         
model.layers.20.mlp.experts.56.act_fn         torch.Size([0, 1408])          0.644640             1.576185             621.568000           3572.544000         
model.layers.20.mlp.experts.56.up_proj        torch.Size([0, 1408])          137.329208           137.905598           617.578384           3246.548768         
model.layers.20.mlp.experts.56.down_proj      torch.Size([0, 2048])          183.175323           183.764458           621.693315           3246.775944         
model.layers.20.mlp.experts.57.gate_proj      torch.Size([0, 1408])          198.514145           199.304104           621.756632           3110.134376         
model.layers.20.mlp.experts.57.act_fn         torch.Size([0, 1408])          0.325984             0.772715             621.568000           3418.154667         
model.layers.20.mlp.experts.57.up_proj        torch.Size([0, 1408])          154.500473           155.783176           618.365664           3066.945401         
model.layers.20.mlp.experts.57.down_proj      torch.Size([0, 2048])          136.123077           136.871099           590.892211           3419.570947         
model.layers.20.mlp.experts.58.gate_proj      torch.Size([1, 1408])          173.398529           174.048901           570.251799           3848.764067         
model.layers.20.mlp.experts.58.act_fn         torch.Size([1, 1408])          0.051168             1.752853             621.568000           3541.478400         
model.layers.20.mlp.experts.58.up_proj        torch.Size([1, 1408])          65.002495            66.644192            621.568000           3434.566137         
model.layers.20.mlp.experts.58.down_proj      torch.Size([1, 2048])          83.178108            84.838152            621.568000           3233.144599         
model.layers.20.mlp.experts.59.gate_proj      torch.Size([0, 1408])          93.896927            95.162153            621.749797           3045.791536         
model.layers.20.mlp.experts.59.act_fn         torch.Size([0, 1408])          0.005696             1.265049             621.568000           3263.232000         
model.layers.20.mlp.experts.59.up_proj        torch.Size([0, 1408])          99.407936            100.730896           621.771718           3103.462761         
model.layers.20.mlp.experts.59.down_proj      torch.Size([0, 2048])          70.065155            71.415424            621.638687           3268.602269         
model.layers.20.mlp.shared_expert.gate_proj   torch.Size([5, 5632])          388.808228           390.574694           660.122971           3050.695010         
model.layers.20.mlp.shared_expert.act_fn      torch.Size([5, 5632])          0.057856             1.668215             776.960000           3106.560000         
model.layers.20.mlp.shared_expert.up_proj     torch.Size([5, 5632])          325.196167           326.435566           715.439689           3123.662913         
model.layers.20.mlp.shared_expert.down_proj   torch.Size([5, 2048])          354.629730           355.227709           674.385131           3328.626021         
model.layers.20.mlp.shared_expert_gate        torch.Size([5, 1])             12.189600            12.818336            641.536000           3104.068085         
model.layers.21.input_layernorm               torch.Size([1, 5, 2048])       9.941824             10.542870            472.464314           3324.220235         
model.layers.21.self_attn.q_proj              torch.Size([1, 5, 2048])       132.629639           133.162260           572.414127           3171.516566         
model.layers.21.self_attn.k_proj              torch.Size([1, 5, 2048])       156.569412           157.117844           621.714286           3163.204571         
model.layers.21.self_attn.v_proj              torch.Size([1, 5, 2048])       42.158623            42.916536            621.798902           2965.557020         
model.layers.21.self_attn.o_proj              torch.Size([1, 5, 2048])       83.621216            84.256887            621.624352           3250.838541         
model.layers.21.post_attention_layernorm      torch.Size([1, 5, 2048])       12.868064            13.545752            590.589440           3324.814080         
model.layers.21.mlp.gate                      torch.Size([5, 60])            9.976736             10.524035            466.368000           3285.893333         
model.layers.21.mlp.experts.0.gate_proj       torch.Size([0, 1408])          72.494690            72.921991            521.720255           3267.920713         
model.layers.21.mlp.experts.0.act_fn          torch.Size([0, 1408])          0.331488             0.719070             621.312000           3881.600000         
model.layers.21.mlp.experts.0.up_proj         torch.Size([0, 1408])          87.992676            88.448286            569.430634           3615.371707         
model.layers.21.mlp.experts.0.down_proj       torch.Size([0, 2048])          79.055199            79.654217            556.119075           3183.787973         
model.layers.21.mlp.experts.1.gate_proj       torch.Size([1, 1408])          93.545441            94.423771            617.345778           3213.068000         
model.layers.21.mlp.experts.1.act_fn          torch.Size([1, 1408])          0.833440             1.647472             621.568000           3417.216000         
model.layers.21.mlp.experts.1.up_proj         torch.Size([1, 1408])          88.030914            88.793516            621.568000           3303.744948         
model.layers.21.mlp.experts.1.down_proj       torch.Size([1, 2048])          98.011490            98.790407            621.615342           3123.101808         
model.layers.21.mlp.experts.2.gate_proj       torch.Size([1, 1408])          95.103935            95.905066            621.661699           3084.100601         
model.layers.21.mlp.experts.2.act_fn          torch.Size([1, 1408])          0.732480             1.494884             621.568000           3106.560000         
model.layers.21.mlp.experts.2.up_proj         torch.Size([1, 1408])          99.654404            100.399017           621.666192           3179.567342         
model.layers.21.mlp.experts.2.down_proj       torch.Size([1, 2048])          97.828545            98.556042            621.668634           3160.712828         
model.layers.21.mlp.experts.3.gate_proj       torch.Size([0, 1408])          93.632156            94.310522            621.639529           3184.912000         
model.layers.21.mlp.experts.3.act_fn          torch.Size([0, 1408])          0.303392             0.724792             621.568000           3261.888000         
model.layers.21.mlp.experts.3.up_proj         torch.Size([0, 1408])          88.211105            88.822842            621.707801           3136.436652         
model.layers.21.mlp.experts.3.down_proj       torch.Size([0, 2048])          99.811325            100.255251           621.744318           3096.207682         
model.layers.21.mlp.experts.4.gate_proj       torch.Size([0, 1408])          86.449501            86.934805            583.779892           3510.894270         
model.layers.21.mlp.experts.4.act_fn          torch.Size([0, 1408])          0.343232             0.738859             621.312000           4347.392000         
model.layers.21.mlp.experts.4.up_proj         torch.Size([0, 1408])          104.047554           104.524374           546.170635           3585.733365         
model.layers.21.mlp.experts.4.down_proj       torch.Size([0, 2048])          85.186172            85.751295            561.071899           3195.744604         
model.layers.21.mlp.experts.5.gate_proj       torch.Size([0, 1408])          89.119583            89.745760            614.185048           3116.413352         
model.layers.21.mlp.experts.5.act_fn          torch.Size([0, 1408])          0.606368             1.496077             621.568000           3263.232000         
model.layers.21.mlp.experts.5.up_proj         torch.Size([0, 1408])          96.941475            97.615719            612.751655           3138.024058         
model.layers.21.mlp.experts.5.down_proj       torch.Size([0, 2048])          99.209152            99.630356            621.735597           3110.944230         
model.layers.21.mlp.experts.6.gate_proj       torch.Size([0, 1408])          87.724960            88.484526            621.717041           3149.175671         
model.layers.21.mlp.experts.6.act_fn          torch.Size([0, 1408])          0.573440             1.361609             621.568000           3624.320000         
model.layers.21.mlp.experts.6.up_proj         torch.Size([0, 1408])          84.053246            84.627628            600.437871           3301.912863         
model.layers.21.mlp.experts.6.down_proj       torch.Size([0, 2048])          91.471390            92.060089            621.731404           3173.735489         
model.layers.21.mlp.experts.7.gate_proj       torch.Size([1, 1408])          86.664291            87.412596            621.745778           3130.348889         
model.layers.21.mlp.experts.7.act_fn          torch.Size([1, 1408])          0.444480             0.878096             621.568000           3261.888000         
model.layers.21.mlp.experts.7.up_proj         torch.Size([1, 1408])          84.298752            84.770441            621.737967           3117.795672         
model.layers.21.mlp.experts.7.down_proj       torch.Size([1, 2048])          88.246429            88.855028            621.541333           3380.420444         
model.layers.21.mlp.experts.8.gate_proj       torch.Size([0, 1408])          79.444382            80.038309            621.341479           3945.088388         
model.layers.21.mlp.experts.8.act_fn          torch.Size([0, 1408])          0.592416             1.318455             621.312000           3883.200000         
model.layers.21.mlp.experts.8.up_proj         torch.Size([0, 1408])          94.686653            95.245838            592.892739           3352.748433         
model.layers.21.mlp.experts.8.down_proj       torch.Size([0, 2048])          73.630913            74.244738            588.925746           3049.944338         
model.layers.21.mlp.experts.9.gate_proj       torch.Size([0, 1408])          99.418945            99.960566            618.461714           3027.858743         
model.layers.21.mlp.experts.9.act_fn          torch.Size([0, 1408])          0.621280             1.399040             621.568000           3468.992000         
model.layers.21.mlp.experts.9.up_proj         torch.Size([0, 1408])          86.224640            87.278366            617.258965           3297.398154         
model.layers.21.mlp.experts.9.down_proj       torch.Size([0, 2048])          81.593597            82.127810            621.650930           3262.028620         
model.layers.21.mlp.experts.10.gate_proj      torch.Size([0, 1408])          88.176323            88.655710            621.768503           3132.754350         
model.layers.21.mlp.experts.10.act_fn         torch.Size([0, 1408])          0.570016             1.326323             621.568000           3263.232000         
model.layers.21.mlp.experts.10.up_proj        torch.Size([0, 1408])          92.482018            93.129635            618.554811           3094.190703         
model.layers.21.mlp.experts.10.down_proj      torch.Size([0, 2048])          88.694206            89.270115            621.809159           3111.218087         
model.layers.21.mlp.experts.11.gate_proj      torch.Size([0, 1408])          85.455551            85.963726            621.657302           3145.040868         
model.layers.21.mlp.experts.11.act_fn         torch.Size([0, 1408])          0.411008             0.846148             621.568000           3107.840000         
model.layers.21.mlp.experts.11.up_proj        torch.Size([0, 1408])          87.652992            88.159800            621.627915           3283.711546         
model.layers.21.mlp.experts.11.down_proj      torch.Size([0, 2048])          86.872162            87.275267            621.569869           3414.158482         
model.layers.21.mlp.experts.12.gate_proj      torch.Size([0, 1408])          94.585854            95.108986            598.434051           4020.436513         
model.layers.21.mlp.experts.12.act_fn         torch.Size([0, 1408])          0.005664             1.306057             621.568000           3572.544000         
model.layers.21.mlp.experts.12.up_proj        torch.Size([0, 1408])          86.732193            87.123156            611.870222           3327.332889         
model.layers.21.mlp.experts.12.down_proj      torch.Size([0, 2048])          85.549187            86.100101            621.661257           3220.450286         
model.layers.21.mlp.experts.13.gate_proj      torch.Size([0, 1408])          90.522499            91.213465            621.651302           3244.139683         
model.layers.21.mlp.experts.13.act_fn         torch.Size([0, 1408])          0.612512             1.351833             621.568000           3417.216000         
